material_id,formula_pretty,nsites,crystal_system,formation_energy_per_atom,volume,density,band_gap
mp-1522833,BaCaEuWO6,10,Cubic,-2.844937338,158.7362284,6.372895317,0
mp-1522876,BaCaEuWO6,20,Tetragonal,-2.921278307,305.4000635,6.624814381,0.1556
mp-1519427,BaCaFeBiO6,10,Cubic,-2.147983424,141.1438916,6.332166541,0.2216
mp-1521698,BaCaFeWO6,10,Cubic,-2.498643676,132.0801659,6.450627966,0
mp-1519159,BaCaGaBiO6,10,Cubic,-2.262215306,139.2522776,6.583673926,0.0373
mp-1523201,BaCaGdBiO6,20,Triclinic,-2.781578738,315.7113133,6.728511442,1.4407
mp-1523231,BaCaGdBiO6,40,Orthorhombic,-2.780642847,634.0130855,6.701020004,1.5525
mp-1523232,BaCaGdBiO6,10,Cubic,-2.671635551,163.6131347,6.491737928,1.7011
mp-1516983,BaCaGdNbO6,10,Cubic,-3.309836872,155.2113538,5.601317984,2.5616
mp-1517031,BaCaGdNbO6,40,Orthorhombic,-3.40090976,595.6660674,5.838090803,2.8243
mp-1521131,BaCaGdSbO6,40,Orthorhombic,-3.023915166,595.8910661,6.157506046,3.3444
mp-1521194,BaCaGdSbO6,10,Cubic,-2.961382866,152.9486125,5.99744382,3.2399
mp-1521197,BaCaGdSbO6,20,Triclinic,-3.02423553,297.0324576,6.176434171,3.3061
mp-1521804,BaCaHfNbO6,10,Cubic,-3.380671267,140.9651372,6.417600941,0
mp-1520046,BaCaHfSnO6,10,Cubic,-3.143207672,141.9462468,6.675103693,3.6182
mp-1521252,BaCaHfWO6,10,Cubic,-3.056130819,141.0703002,7.483196846,0
mp-1516790,BaCaHfZrO6,10,Cubic,-3.635092758,146.4952979,6.156268171,3.3163
mp-1518025,BaCaInBiO6,20,Triclinic,-2.287276574,299.9060852,6.613227589,0.8219
mp-1518032,BaCaInBiO6,40,Orthorhombic,-2.280773597,600.0764177,6.610315415,0.5144
mp-1518191,BaCaInBiO6,10,Cubic,-2.181698493,153.334955,6.467368114,0
mp-1520258,BaCaInSbO6,10,Cubic,-2.46537779,141.7988571,5.972126535,0.9295
mp-1519241,BaCaLaBiO6,40,Orthorhombic,-2.779050503,640.5432399,6.44248019,1.9504
mp-1522279,BaCaLaBiO6,20,Triclinic,-2.764965399,331.0214823,6.233261819,1.6524
mp-1522285,BaCaLaBiO6,10,Cubic,-2.622496967,173.176766,5.957333697,2.2304
mp-1522312,BaCaLaBiO6,40,Orthorhombic,-2.75802344,661.6994517,6.236497738,1.8574
mp-39886,BaCaLaBiO6,10,Cubic,-2.619979907,159.3406088,6.474631865,2.154
mp-1522537,BaCaLaSbO6,40,Orthorhombic,-2.995120407,628.8020608,5.641450352,3.5874
mp-1522593,BaCaLaSbO6,10,Cubic,-2.906904776,162.6975771,5.450842709,3.2198
mp-1522764,BaCaLaSbO6,20,Triclinic,-3.001689648,313.3263185,5.660800574,3.5067
mp-1518884,BaCaMnSnO6,10,Cubic,-2.428504817,129.1334248,5.748651594,0
mp-1516715,BaCaMnWO6,10,Cubic,-2.670369829,138.5922101,6.136665089,1.8852
mp-1518821,BaCaNbInO6,10,Cubic,-2.876486858,143.8584821,5.55357002,3.4029
mp-1519910,BaCaNbWO6,10,Cubic,-2.81802165,141.5545472,6.453638541,0.7631
mp-1522813,BaCaNdBiO6,10,Cubic,-2.610041731,170.5547617,6.100875106,2.0717
mp-1522977,BaCaNdBiO6,40,Orthorhombic,-2.737684738,652.1100782,6.382562299,1.6982
mp-1522982,BaCaNdBiO6,20,Triclinic,-2.742185084,325.1538998,6.400251085,1.6266
mp-1519220,BaCaNdFeO6,10,Cubic,-2.540517998,135.0498475,5.821894658,0.5867
mp-1516793,BaCaNdMnO6,10,Cubic,-2.661205271,138.4905842,5.666377653,0
mp-1517966,BaCaNdMnO6,10,Cubic,-2.661427053,148.7989954,5.273825602,0
mp-1519641,BaCaNdNbO6,40,Orthorhombic,-3.351773511,614.214945,5.521115121,2.9859
mp-1519686,BaCaNdNbO6,20,Triclinic,-3.349478302,306.1079869,5.539142338,3.0381
mp-1519688,BaCaNdNbO6,10,Cubic,-3.236454223,161.0859135,5.262954636,2.8393
mp-1521688,BaCaNdSbO6,40,Orthorhombic,-2.978807009,616.7123571,5.809518217,3.486
mp-1521716,BaCaNdSbO6,10,Cubic,-2.900372718,158.3789005,5.655427683,3.2332
mp-1521785,BaCaNdSbO6,20,Triclinic,-2.98277485,306.0058623,5.854138947,3.4966
mp-1517136,BaCaNiBiO6,10,Cubic,-1.890207294,138.8242667,6.472042166,0
mp-1522866,BaCaPrBiO6,40,Orthorhombic,-2.720245042,658.7613622,6.28450022,1.6968
mp-1522981,BaCaPrBiO6,10,Cubic,-2.585965672,172.0556808,6.015474041,2.095
mp-1523003,BaCaPrBiO6,20,Triclinic,-2.72593808,328.4088143,6.303098068,1.6029
mp-1520023,BaCaPrFeO6,10,Cubic,-2.505544629,146.5922957,5.325717586,0.2192
mp-1517150,BaCaPrSbO6,40,Orthorhombic,-2.96463136,622.0173367,5.724365206,3.4194
mp-1517193,BaCaPrSbO6,10,Cubic,-2.875172902,160.4841604,5.546738056,3.1894
mp-1521701,BaCaPrSbO6,10,Cubic,-2.877298764,148.4656832,5.995753232,2.9508
mp-1516788,BaCaSmBiO6,20,Triclinic,-2.766995775,320.1284011,6.564194082,1.6736
mp-1516910,BaCaSmBiO6,40,Orthorhombic,-2.764705291,642.2209772,6.544118085,1.7306
mp-1516958,BaCaSmBiO6,10,Cubic,-2.648081017,166.491242,6.310797285,2.0601
mp-1519954,BaCaSmFeO6,10,Cubic,-2.565706987,141.8803626,5.613216297,0.1972
mp-1521831,BaCaSmFeO6,10,Cubic,-2.51623728,134.3167947,5.929304416,0.6061
mp-1522001,BaCaSmMnO6,10,Cubic,-2.702946084,145.5119743,5.462774686,0
mp-1522546,BaCaSmNbO6,20,Triclinic,-3.378542953,302.6859578,5.668892203,3.0694
mp-1522556,BaCaSmNbO6,40,Orthorhombic,-3.382709786,603.991952,5.681844139,2.9882
mp-1522614,BaCaSmNbO6,10,Cubic,-3.281202116,157.7021112,5.440301507,2.8486
mp-1517996,BaCaSmSbO6,40,Orthorhombic,-3.013015076,604.6270412,5.992848712,3.3997
mp-1518047,BaCaSmSbO6,10,Cubic,-2.939564956,155.1749646,5.837665882,3.2805
mp-1518167,BaCaSmSbO6,20,Triclinic,-3.010186335,302.0824076,5.997433639,3.5056
mp-1518342,BaCaSnWO6,10,Cubic,-2.53401021,150.9288892,6.33669144,2.5835
mp-1518393,BaCaSnWO6,40,Orthorhombic,-2.573686414,600.6065411,6.369493069,2.1807
mp-1518423,BaCaSnWO6,20,Triclinic,-2.578346735,299.3548953,6.389672026,1.9316
mp-1518633,BaCaTbBiO6,40,Orthorhombic,-2.802971252,626.5412279,6.798694348,1.7213
mp-1518827,BaCaTbBiO6,20,Triclinic,-2.80273517,312.9892298,6.804806522,1.7053
mp-1518866,BaCaTbBiO6,10,Cubic,-2.701063238,161.6072863,6.589527,1.9458
mp-1521829,BaCaTbFeO6,10,Cubic,-2.616356253,137.8869874,5.878932284,0.1801
mp-1520770,BaCaTbNbO6,10,Cubic,-3.343693336,153.060088,5.6982205,2.853
mp-1517107,BaCaTbSbO6,10,Cubic,-2.994353553,150.6200959,6.108631713,3.338
mp-1519861,BaCaTbSnO6,40,Orthorhombic,-2.87321759,608.5735197,6.014182484,0
mp-1519885,BaCaTbSnO6,10,Cubic,-2.799010109,156.8497834,5.833722118,0
mp-1519927,BaCaTbSnO6,20,Triclinic,-2.874660422,304.1477975,6.016930309,0
mp-1521723,BaCaTbTiO6,10,Cubic,-3.244659401,147.6257261,5.401365347,0
mp-1522202,BaCaYNbO6,10,Cubic,-3.34302936,152.0773712,4.970496336,2.8545
mp-1520388,BaCaYSbO6,10,Cubic,-2.988677561,149.7154164,5.368936606,3.375
mp-1517517,BaCaYVO6,10,Cubic,-3.084479229,140.3906627,4.887901236,1.6203
mp-1519061,BaCaZrNbO6,10,Cubic,-3.313915328,143.5929264,5.290994579,0
mp-1519645,BaCaZrSnO6,10,Cubic,-3.064837114,144.845946,5.541040922,3.7375
mp-1519763,BaCaZrWO6,10,Cubic,-2.979708477,143.6110528,6.341769703,0
mp-1517518,BaCeEuCrO6,10,Cubic,-3.026705817,142.9487898,6.707258088,0
mp-1516530,BaCeEuHfO6,10,Cubic,-3.601280226,161.0090583,7.259482802,0.1746
mp-1516655,BaCeEuHfO6,40,Orthorhombic,-3.842771915,635.6799847,7.354911387,0
mp-1522488,BaCeEuNbO6,10,Cubic,-3.298153577,159.4034207,6.44106344,0
mp-1522522,BaCeEuNbO6,20,Triclinic,-3.336233135,326.8221696,6.283096071,0
mp-1523236,BaCeEuNiO6,10,Cubic,-2.6483047,141.1318463,6.872407474,0
mp-1522543,BaCeEuSbO6,20,Triclinic,-2.974857121,314.5396823,6.833097181,0
mp-1522608,BaCeEuSbO6,10,Cubic,-2.928202497,160.6058934,6.691162355,0
mp-1522633,BaCeEuSbO6,40,Orthorhombic,-2.856191035,646.8231571,6.645650183,0
mp-1518915,BaCeEuWO6,20,Triclinic,-3.086258468,312.0158698,7.549144049,0.057
mp-1519018,BaCeEuWO6,10,Cubic,-2.971880385,158.024141,7.452825663,0
mp-1519155,BaCeEuWO6,40,Orthorhombic,1.840616877,682.5011225,6.902414279,0
mp-1520190,BaCeInSbO6,10,Cubic,-2.619405721,156.9001493,6.45606603,0.3105
mp-1520321,BaCeInSbO6,40,Orthorhombic,-2.511068672,700.9311903,5.780640029,0.6038
mp-1518977,BaCeNbInO6,10,Cubic,-2.996178318,158.3784502,6.093285796,0.7648
mp-1519083,BaCeNbInO6,40,Orthorhombic,-2.999941961,633.209184,6.096217081,0.4042
mp-1519687,BaCrInWO6,10,Cubic,-2.233422986,132.520356,7.317498095,0.1824
mp-1518013,BaCrSnBiO6,10,Cubic,-2.132592049,133.6661835,7.615440648,0.9541
mp-1516561,BaDyNbSnO6,40,Orthorhombic,-3.008057894,602.8600718,6.692614306,1.9704
mp-1516666,BaDyNbSnO6,20,Triclinic,-3.010201609,301.0838168,6.700310207,1.7764
mp-1516760,BaDyNbSnO6,10,Cubic,-2.97138426,153.4614508,6.572839497,2.4437
mp-1519551,BaDySnSbO6,10,Cubic,-2.615478973,151.1924395,6.988378866,2.6502
mp-1519646,BaDySnSbO6,20,Tetragonal,-2.630666486,300.1888344,7.039502656,2.3335
mp-1519752,BaDySnSbO6,40,Orthorhombic,-2.633303188,601.0124561,7.032067557,2.5013
mp-1519816,BaEuBiSbO6,20,Triclinic,-2.439922677,319.5125128,7.442538788,0
mp-1519850,BaEuBiSbO6,10,Cubic,-2.374715464,159.7611343,7.442311547,0.0944
mp-1522588,BaEuCrBiO6,10,Cubic,-2.343974283,143.149375,7.496689755,0
mp-1522613,BaEuCrSnO6,10,Cubic,-2.568088293,134.6091961,6.858735914,0
mp-1520404,BaEuDyMnO6,10,Cubic,-2.888322498,139.669065,7.165861302,0
mp-1520401,BaEuDySbO6,10,Cubic,-3.038451722,151.0516999,7.36045748,0.4086
mp-1520421,BaEuDySbO6,40,Orthorhombic,-3.053253014,599.8033398,7.414494325,0.0097
mp-1521304,BaEuDySnO6,40,Orthorhombic,-3.023078161,603.583948,7.334489091,0
mp-1521440,BaEuDySnO6,10,Cubic,-2.921785893,154.5420467,7.161448902,0
mp-1516727,BaEuDyVO6,10,Cubic,-3.117460698,152.1875773,6.532811326,0.0907
mp-1518565,BaEuDyWO6,20,Triclinic,-3.121935596,300.6955165,8.080571963,0.1035
mp-1518576,BaEuDyWO6,10,Cubic,-3.026760314,151.662305,8.010532875,0
mp-1517846,BaEuFeBiO6,10,Cubic,-2.214695267,144.1625015,7.488339138,0
mp-1521180,BaEuFeSnO6,10,Cubic,-2.374925717,124.4955544,7.467256003,0
mp-1519016,BaEuHfNbO6,10,Cubic,-3.413069933,139.5764627,7.812557001,0
mp-1522152,BaEuHfSnO6,10,Cubic,-3.169755354,143.4839016,7.898426078,0.4308
mp-1517277,BaEuHfZrO6,10,Cubic,-3.669406681,147.9026364,7.353860888,0.4266
mp-1272506,Ba2FeWO6,20,Monoclinic,-2.639823302,284.6447376,7.121057525,2.5062
mp-18845,Ba2FeWO6,20,Cubic,-2.640170902,285.0753212,7.110301735,0
mp-1520715,Ba2GdBiO6,40,Cubic,-2.79697157,673.7089537,7.264973096,1.5941
mp-1520731,Ba2GdBiO6,10,Cubic,-2.791320897,168.5925841,7.257848039,1.6632
mp-1078907,Ba2GdMoO6,10,Tetragonal,-3.008848844,156.8506711,6.604443256,0
mp-1079839,Ba2GdMoO6,10,Triclinic,-3.040581022,158.0013067,6.55634677,0.9083
mp-19996,Ba2GdNbO6,10,Cubic,-3.418899239,159.292733,6.471568987,2.6644
mp-22531,Ba2GdNbO6,10,Tetragonal,-3.423956167,158.5415112,6.502233408,2.71
mp-1205929,Ba2GdPaO6,10,Cubic,-3.703111186,174.5999472,7.217890738,3.1597
mp-1207285,Ba2GdReO6,10,Cubic,-3.008614165,154.4884496,7.675675679,0
mp-1214941,Ba2GdReO6,20,Monoclinic,-3.005307976,312.7138399,7.583951101,0
mp-2646935,Ba2GdRuO6,20,Monoclinic,-2.818141672,306.141979,6.82317352,0.1467
mp-1516185,Ba2GdSbO6,40,Cubic,-3.055887995,630.9962256,6.838623944,3.4853
mp-608408,Ba2GdSbO6,10,Cubic,-1.058155442,195.6833322,5.512919584,0
mp-753668,Ba2GdSbO6,10,Cubic,-3.056831461,154.0189925,7.004243157,3.4839
mp-1205547,Ba2GdTaO6,10,Cubic,-3.539904886,158.8618389,7.409395922,3.2148
mp-1205549,Ba2GdTaO6,10,Tetragonal,-3.543877061,158.1157751,7.444356899,3.3076
mp-1205845,Ba2GdUO6,10,Cubic,-3.618613176,174.3554687,7.29461227,0.8429
mp-1519934,Ba2GdWO6,40,Cubic,-3.04947458,631.4531973,7.486684647,0
mp-1519973,Ba2GdWO6,10,Cubic,-3.042118881,157.644543,7.497073587,0
mp-1207009,Ba2HfUO6,10,Cubic,-3.605063459,162.4548289,8.046085181,0.1879
mp-1205837,Ba2HoMoO6,10,Cubic,-3.046044359,152.8852677,6.859162053,0
mp-12641,Ba2HoNbO6,10,Cubic,-3.468750714,155.6667424,6.704241164,2.8516
mp-1205699,Ba2HoPaO6,10,Cubic,-3.751961185,169.5375521,7.50864217,3.4556
mp-13933,Ba2HoReO6,10,Cubic,-3.050409026,150.7151807,7.952461732,0
mp-6609,Ba2HoRuO6,10,Cubic,-2.855974535,149.6032595,7.066579941,0.076
mp-6687,Ba2HoSbO6,10,Cubic,-3.099882216,153.7683881,7.098597826,3.4155
mp-13000,Ba2HoTaO6,10,Tetragonal,-3.59033972,154.2876647,7.711723001,3.448
mp-13001,Ba2HoTaO6,10,Cubic,-3.589574164,154.5778122,7.697247852,3.3782
mp-1205585,Ba2HoUO6,10,Cubic,-3.66624756,169.8491762,7.563233708,0.8732
mp-1228393,Ba2InBiO6,10,Cubic,-2.282841988,159.1193053,7.247136732,0
mp-1523085,Ba2InBiO6,40,Cubic,-2.285416509,639.9805501,7.207465052,0.208
mp-638553,Ba2InIrO6,30,Trigonal,-2.187871523,452.6835255,7.457680817,0
mp-1207040,Ba2InOsO6,10,Cubic,-2.319753973,145.0339639,7.736281627,0.4224
mp-1205875,Ba2InReO6,10,Cubic,-2.490053616,145.7739351,7.651184288,0
mp-616601,Ba2InRuO6,30,Trigonal,-2.283057114,435.7091519,6.706101465,0.3628
mp-1206536,Ba2InSbO6,10,Cubic,-2.535739394,147.9132489,6.817012594,0.524
mp-1078409,Ba2LaBiO6,10,Monoclinic,-2.788171482,176.632935,6.755011727,1.8278
mp-1520455,Ba2LaBiO6,10,Cubic,-2.759974619,178.5856856,6.681148846,1.9852
mp-1520526,Ba2LaBiO6,40,Cubic,-2.774621209,713.0588111,6.693178899,1.7697
mp-1522286,Ba2LaCrO6,40,Cubic,-2.828075711,615.9212455,6.055832566,0.4783
mp-1522336,Ba2LaCrO6,10,Cubic,-2.803620028,155.331117,6.003169245,0
mp-1080123,Ba2LaIrO6,10,Cubic,-2.709495557,162.0622682,7.190577296,0
mp-1188273,Ba2LaIrO6,20,Monoclinic,-2.709878017,323.6362633,7.20142579,0
mp-15889,Ba2LaIrO6,10,Monoclinic,-2.711853709,161.576878,7.212178383,0
mp-550081,Ba2LaIrO6,10,Trigonal,-2.711734302,161.3764824,7.221134389,0
mp-1516258,Ba2LaNbO6,40,Cubic,-3.374454718,672.5071658,5.950343152,2.9716
mp-1516433,Ba2LaNbO6,10,Cubic,-3.36448944,169.3840527,5.906176444,2.9563
mp-553281,Ba2LaNbO6,10,Monoclinic,-3.387981168,166.5763049,6.005728743,3.0639
mp-1205623,Ba2LaPaO6,10,Cubic,-3.651471889,188.2316891,6.533339521,3.3736
mp-1207161,Ba2LaPuO6,10,Cubic,-3.35336109,181.1084692,6.90916867,0
mp-20958,Ba2LaReO6,10,Cubic,-2.961409793,164.0427561,7.042928649,0
mp-12911,Ba2LaRuO6,10,Trigonal,-2.780421626,161.3447029,6.284483433,0.2437
mp-554410,Ba2LaRuO6,10,Monoclinic,-2.77892913,161.3229283,6.285331682,0.2196
mp-1523089,Ba2LaSbO6,40,Cubic,-3.024986852,666.2520119,6.293862664,3.8812
mp-1523148,Ba2LaSbO6,10,Cubic,-3.023843161,166.6506167,6.290553771,3.8803
mp-551269,Ba2LaSbO6,10,Trigonal,-3.031905944,161.7969399,6.47926139,3.8961
mp-556375,Ba2LaSbO6,20,Monoclinic,-3.02484648,333.8755549,6.279732972,3.8497
mp-13055,Ba2LaTaO6,10,Monoclinic,-3.506661578,162.0157176,7.077143312,3.6213
mp-13056,Ba2LaTaO6,10,Trigonal,-3.506252752,165.9172979,6.910722794,3.6248
mp-557713,Ba2LaTaO6,20,Monoclinic,-3.506657074,322.5610867,7.109403458,3.6315
mp-1205700,Ba2LaUO6,10,Cubic,-3.567626822,183.8636421,6.751708605,0.8498
mp-1517555,Ba2LaVO6,10,Cubic,-3.093003466,156.6087753,5.943011673,1.714
mp-1517648,Ba2LaVO6,40,Cubic,-3.088492062,626.425727,5.943100607,1.7202
mp-1522271,Ba2LaWO6,10,Cubic,-2.995303345,167.19398,6.886676967,0
mp-1522426,Ba2LaWO6,40,Cubic,-3.064883092,668.4571608,6.889960932,1.9219
mp-1207120,Ba2LiIO6,10,Cubic,-2.235183334,143.3580037,5.843657692,0
mp-10584,Ba2LiOsO6,10,Cubic,-2.442012323,138.3161813,6.81691476,0
mp-6270,Ba2LiReO6,10,Cubic,-2.741621016,139.6237497,6.705229381,1.8198
mp-1214633,Ba2LiTeO6,10,Cubic,-2.382827871,144.8417531,5.791769553,0
mp-1214701,Ba2LiUO6,20,Orthorhombic,-3.137867113,306.5392779,6.669693893,0
mp-1078394,Ba2LuBiO6,10,Trigonal,-2.864327496,159.8929827,7.836736206,1.4518
mp-1205706,Ba2LuBiO6,10,Cubic,-2.86266777,160.3320421,7.815275786,1.4061
mp-1188660,Ba2LuIrO6,20,Tetragonal,-2.81482624,290.9864743,8.421029526,0
mp-22594,Ba2LuIrO6,10,Cubic,-2.816694967,145.6102565,8.414261987,0
mp-1522525,BaCaBiSbO6,40,Orthorhombic,-2.437403737,614.3240878,6.532063974,1.9941
mp-1522558,BaCaBiSbO6,10,Cubic,-2.331821444,158.2942593,6.337570705,1.6858
mp-1516242,BaCaCeCrO6,10,Cubic,-2.950675737,144.0248097,5.367154135,0
mp-1519944,BaCaCeFeO6,10,Cubic,-2.781431762,144.8717177,5.379894808,0
mp-1518962,BaCaCeGeO6,10,Cubic,-3.039447311,142.3620663,5.670635277,1.9787
mp-1521543,BaCaCeHfO6,40,Orthorhombic,-3.653805469,610.9475583,6.436240898,2.1365
mp-1521558,BaCaCeHfO6,10,Cubic,-3.555891472,158.8537611,6.188405038,2.3769
mp-1521569,BaCaCeHfO6,20,Triclinic,-3.649456554,303.8650592,6.470315594,2.195
mp-1516489,BaCaCeNbO6,40,Orthorhombic,-3.346838872,608.652156,5.526548868,0
mp-1516542,BaCaCeNbO6,10,Cubic,-3.254010299,158.4378193,5.307675116,0
mp-1516716,BaCaCeNbO6,20,Triclinic,-3.344654442,305.3702009,5.507652471,0
mp-1518826,BaCaCeNiO6,10,Cubic,-2.58155916,136.2984769,5.752995183,1.256
mp-1521090,BaCaCeSnO6,20,Triclinic,-3.089331659,303.7203348,5.81972485,2.1723
mp-1521220,BaCaCeSnO6,40,Orthorhombic,-3.092412343,610.9838417,5.785975535,2.0629
mp-1521263,BaCaCeSnO6,10,Cubic,-3.009451769,157.3006937,5.61843924,2.2724
mp-1521898,BaCaCeTiO6,10,Cubic,-3.436572658,147.8791077,5.180899673,2.1876
mp-1517492,BaCaCeZrO6,40,Orthorhombic,-3.583946601,621.5940391,5.393506118,2.1401
mp-1517564,BaCaCeZrO6,20,Triclinic,-3.581295687,308.6171752,5.431601871,2.1986
mp-1517628,BaCaCeZrO6,10,Cubic,-3.473519771,161.930527,5.175940749,2.4204
mp-1517595,BaCaCrBiO6,10,Cubic,-2.277217755,139.1163041,6.37851462,0.1804
mp-1516519,BaCaCrSbO6,10,Cubic,-2.567483897,130.3262159,5.697414694,1.2601
mp-1517268,BaCaCrSnO6,10,Cubic,-2.469591363,130.7177642,5.641603938,0
mp-1521412,BaCaCuBiO6,10,Cubic,-1.891478206,140.3994791,6.456821955,0
mp-1520391,BaCaDyBiO6,10,Cubic,-2.711973607,160.1995736,6.6844836,1.9086
mp-1520660,BaCaDyBiO6,40,Orthorhombic,-2.804833726,623.8360014,6.866236766,1.7625
mp-1520670,BaCaDyBiO6,20,Triclinic,-2.80927097,309.44096,6.921200234,1.7884
mp-1517283,BaCaDyFeO6,10,Cubic,-2.626445923,136.9184981,5.963869891,0.1723
mp-1516601,BaCaDyNbO6,10,Cubic,-3.357578071,151.741804,5.786842875,2.856
mp-1521128,BaCaDySbO6,10,Cubic,-3.005607106,148.7765041,6.224225701,3.3728
mp-1519032,BaCaDyVO6,10,Cubic,-3.100416336,140.0780898,5.771221295,1.6048
mp-1516505,BaCaEuBiO6,40,Orthorhombic,-2.578161952,637.0278765,6.614190817,0
mp-1516643,BaCaEuBiO6,10,Cubic,-2.465123671,165.2535559,6.374180434,0
mp-1516652,BaCaEuBiO6,20,Triclinic,-2.580258535,318.8256823,6.607723537,0
mp-1523088,BaCaEuBiO6,10,Cubic,-2.428301885,161.1208327,6.537677129,0
mp-1523341,BaCaEuBiO6,40,Orthorhombic,-2.563033465,629.0950409,6.697595207,0
mp-1519654,BaCaEuFeO6,10,Cubic,-2.406020861,137.8078113,5.798427977,0
mp-1516493,BaCaEuNbO6,40,Orthorhombic,-3.192291767,611.7416235,5.627281223,0
mp-1516524,BaCaEuNbO6,10,Cubic,-3.083626066,153.0071402,5.624642985,0
mp-1518007,BaCaEuNbO6,40,Orthorhombic,-3.196415098,606.0477063,5.680150449,0
mp-1518021,BaCaEuNbO6,20,Triclinic,-3.191369291,303.9500455,5.662841974,0
mp-1518229,BaCaEuNbO6,10,Cubic,-3.094562271,156.4217861,5.501858528,0
mp-1520835,BaCaEuSbO6,40,Orthorhombic,-2.826719531,602.0576396,6.036120406,0
mp-1520952,BaCaEuSbO6,10,Cubic,-2.742848934,150.9916045,6.017043822,0
mp-1521122,BaCaEuSbO6,40,Orthorhombic,-2.822626409,600.4833438,6.05194539,0
mp-1521158,BaCaEuSbO6,10,Cubic,-2.749125658,154.34688,5.886242086,0
mp-1521269,BaCaEuSbO6,20,Triclinic,-2.820930271,304.589288,5.965561737,0
mp-1516685,BaCaEuSeO6,10,Cubic,-2.520960903,138.4162047,6.050245566,0
mp-1520996,BaCaEuWO6,20,Triclinic,-3.005478444,296.5199234,6.823213459,0.1995
mp-1521024,BaCaEuWO6,10,Cubic,-2.966414783,145.6017188,6.947784506,0.5858
mp-1521247,BaCaEuWO6,40,Orthorhombic,-2.994994437,596.1400752,6.787729316,0.1113
mp-1523047,BaEuInBiO6,20,Triclinic,-2.331222297,313.2927273,7.516706071,0
mp-1523076,BaEuInBiO6,10,Cubic,-2.253879272,155.7366802,7.560612381,0
mp-1516957,BaEuInWO6,10,Cubic,-2.499286957,143.9388773,7.890280079,0
mp-1518395,BaEuNbBiO6,20,Triclinic,-2.81991733,312.1590699,7.31088526,0.0892
mp-1518477,BaEuNbBiO6,40,Orthorhombic,-2.806731361,636.0638478,7.175880694,0.0877
mp-1518485,BaEuNbBiO6,10,Cubic,-2.741787821,162.3478683,7.028608281,0.8959
mp-1521186,BaEuNbInO6,10,Cubic,-2.910310048,143.0340921,6.884507137,0.681
mp-1518037,BaEuNbSbO6,20,Triclinic,-2.796429241,303.2318713,6.570857382,0.1256
mp-1518109,BaEuNbSbO6,40,Orthorhombic,-2.765412405,642.2884837,6.204356548,0.1988
mp-1518210,BaEuNbSbO6,10,Cubic,-2.739486614,156.3229261,6.373004361,0.8038
mp-1517743,BaEuNbSnO6,40,Orthorhombic,-2.79961922,613.8836694,6.458435662,0
mp-1517961,BaEuNbSnO6,10,Cubic,-2.776659753,151.4418982,6.544965809,0
mp-1520777,BaEuSnBiO6,10,Cubic,-2.342527127,158.3484609,7.47672244,0
mp-1520933,BaEuSnBiO6,40,Orthorhombic,-2.408897753,637.4002192,7.429727539,0
mp-1516693,BaEuSnWO6,10,Cubic,-2.430615324,162.1359596,7.044587007,0.8805
mp-1516731,BaEuSnWO6,20,Triclinic,-2.525785209,314.9113003,7.253984681,0.1386
mp-1516734,BaEuSnWO6,40,Orthorhombic,-2.517085584,642.5535751,7.110260799,0.0631
mp-1518412,BaEuTiBiO6,10,Cubic,-2.779986095,148.7368166,7.168970976,0
mp-1518512,BaEuTiBiO6,20,Triclinic,-2.8310187,294.9617516,7.230021627,0
mp-1521044,BaEuVBiO6,10,Cubic,-2.496060779,144.7612562,7.401118757,0.1336
mp-1521156,BaEuVBiO6,20,Triclinic,-2.331225356,249.4776099,8.589109453,0
mp-1522177,BaEuVSnO6,10,Cubic,-2.659563586,134.2067019,6.866257124,0
mp-1522506,BaEuYBiO6,20,Triclinic,-2.827208075,325.4430958,6.971642967,0
mp-1522617,BaEuYBiO6,10,Cubic,-2.740945747,162.8489018,6.966190884,0
mp-1517793,BaEuYCrO6,10,Cubic,-2.892116334,140.7003137,6.210064138,0
mp-1183115,AcAlO3,5,Cubic,-3.690019422,57.45141324,8.728230082,4.1024
mp-1183052,AcBO3,5,Cubic,-2.475389555,51.54812641,9.206878606,0.8071
mp-866101,AcCrO3,5,Cubic,-3.13897213,61.36284504,8.848788047,2.0031
mp-864606,AcCuO3,5,Cubic,-2.422892424,59.92938666,9.380470938,0
mp-861502,AcFeO3,5,Cubic,-2.771539466,61.79731063,8.889999466,0.9888
mp-1183053,AcGaO3,5,Cubic,-3.063252617,61.45507829,9.314495003,2.8959
mp-1183142,AcMgO3,5,Cubic,-3.001845327,64.78375373,7.671748359,0
mp-864911,AcMnO3,5,Cubic,-2.973630023,62.24139883,8.802373253,0
mp-1183139,AcNiO3,5,Cubic,-2.455476575,58.3582178,9.494942767,0
mp-1183145,AcPdO3,5,Cubic,-2.236955405,66.68667374,9.497547055,0
mp-1183152,AcScO3,5,Cubic,-3.82906043,70.19180131,7.569207409,3.3847
mp-1183150,AcSiO3,5,Cubic,-2.868246384,62.57904784,8.042345508,0
mp-865927,AcTiO3,5,Cubic,-3.607635738,63.79957007,8.403352518,0
mp-1183168,AcVO3,5,Cubic,-3.141069096,62.47131331,8.66374623,0
mp-1105645,Ag3SBr,20,Orthorhombic,-0.305716112,484.8055176,5.96764643,0.2964
mp-1229116,Ag3SBr,5,Monoclinic,-0.340329877,118.0909388,6.124830462,0.3987
